NUMBER     CUSTOMER	  TIME	     PRODUCT
13  201	3	artichok
11  201	4	heineken
18  201	5	steak
14  201	6	sardines
1  202	0	hering
2  202	1	corned_b
17  202	2	apples
3  202	3	olives
18  202	4	steak
19  202	5	chicken
15  202	6	coke
8  203	0	baguette
14  203	1	sardines
17  203	2	apples
16  203	3	peppers
12  203	4	avocado
11  203	5	heineken
7  203	6	ice_crea
1  204	0	hering
2  204	1	corned_b
3  204	2	olives
4  204	3	ham
5  204	4	turkey
12  204	5	avocado
18  204	6	steak
12  205	0	avocado
10  205	1	cracker
13  205	2	artichok
11  205	3	heineken
4  205	4	ham
7  205	5	ice_crea
14  205	6	sardines
1  206	0	hering
2  206	1	corned_b
17  206	2	apples
3  206	3	olives
18  206	4	steak
14  206	5	sardines
6  206	6	bourbon
8  207	0	baguette
14  207	1	sardines
17  207	2	apples
16  207	3	peppers
12  207	4	avocado
18  207	5	steak
7  207	6	ice_crea
12  208	0	avocado
10  208	1	cracker
13  208	2	artichok
11  208	3	heineken
4  208	4	ham
14  208	5	sardines
2  208	6	corned_b
2  209	0	corned_b
16  209	1	peppers
6  209	2	bourbon
10  209	3	cracker
19  209	4	chicken
15  209	5	coke
1  209	6	hering
8  210	0	baguette
14  210	1	sardines
17  210	2	apples
16  210	3	peppers
12  210	4	avocado
2  210	5	corned_b
9  210	6	soda
12  211	0	avocado
10  211	1	cracker
13  211	2	artichok
11  211	3	heineken
4  211	4	ham
9  211	5	soda
15  211	6	coke
8  212	0	baguette
1  212	1	hering
12  212	2	avocado
13  212	3	artichok
11  212	4	heineken
9  212	5	soda
7  212	6	ice_crea
8  213	0	baguette
1  213	1	hering
12  213	2	avocado
13  213	3	artichok
11  213	4	heineken
19  213	5	chicken
15  213	6	coke
14  214	0	sardines
11  214	1	heineken
19  214	2	chicken
15  214	3	coke
7  214	4	ice_crea
13  214	5	artichok
8  214	6	baguette
3  215	0	olives
6  215	1	bourbon
15  215	2	coke
5  215	3	turkey
7  215	4	ice_crea
11  215	5	heineken
8  215	6	baguette
1  216	0	hering
2  216	1	corned_b
17  216	2	apples
3  216	3	olives
18  216	4	steak
10  216	5	cracker
19  216	6	chicken
8  217	0	baguette
1  217	1	hering
12  217	2	avocado
13  217	3	artichok
11  217	4	heineken
17  217	5	apples
16  217	6	peppers
1  218	0	hering
2  218	1	corned_b
17  218	2	apples
3  218	3	olives
18  218	4	steak
4  218	5	ham
11  218	6	heineken
1  219	0	hering
2  219	1	corned_b
17  219	2	apples
3  219	3	olives
18  219	4	steak
20  219	5	bordeaux
12  219	6	avocado
14  220	0	sardines
11  220	1	heineken
19  220	2	chicken
15  220	3	coke
7  220	4	ice_crea
3  220	5	olives
9  220	6	soda
9  221	0	soda
3  221	1	olives
6  221	2	bourbon
10  221	3	cracker
11  221	4	heineken
5  221	5	turkey
18  221	6	steak
9  222	0	soda
3  222	1	olives
6  222	2	bourbon
10  222	3	cracker
11  222	4	heineken
5  222	5	turkey
2  222	6	corned_b
1  223	0	hering
2  223	1	corned_b
17  223	2	apples
3  223	3	olives
18  223	4	steak
14  223	5	sardines
7  223	6	ice_crea
9  224	0	soda
3  224	1	olives
6  224	2	bourbon
10  224	3	cracker
11  224	4	heineken
14  224	5	sardines
19  224	6	chicken
14  225	0	sardines
11  225	1	heineken
19  225	2	chicken
15  225	3	coke
7  225	4	ice_crea
17  225	5	apples
13  225	6	artichok
2  226	0	corned_b
16  226	1	peppers
6  226	2	bourbon
10  226	3	cracker
19  226	4	chicken
5  226	5	turkey
17  226	6	apples
3  227	0	olives
6  227	1	bourbon
15  227	2	coke
5  227	3	turkey
7  227	4	ice_crea
4  227	5	ham
8  227	6	baguette
8  228	0	baguette
9  228	1	soda
1  228	2	hering
10  228	3	cracker
11  228	4	heineken
5  228	5	turkey
5  228	6	turkey
3  229	0	olives
6  229	1	bourbon
15  229	2	coke
5  229	3	turkey
7  229	4	ice_crea
13  229	5	artichok
17  229	6	apples
12  230	0	avocado
10  230	1	cracker
13  230	2	artichok
11  230	3	heineken
4  230	4	ham
5  230	5	turkey
3  230	6	olives
1  231	0	hering
2  231	1	corned_b
17  231	2	apples
3  231	3	olives
18  231	4	steak
12  231	5	avocado
6  231	6	bourbon
8  232	0	baguette
1  232	1	hering
12  232	2	avocado
13  232	3	artichok
11  232	4	heineken
9  232	5	soda
3  232	6	olives
1  233	0	hering
2  233	1	corned_b
17  233	2	apples
3  233	3	olives
18  233	4	steak
16  233	5	peppers
16  233	6	peppers
1  234	0	hering
2  234	1	corned_b
17  234	2	apples
3  234	3	olives
18  234	4	steak
13  234	5	artichok
12  234	6	avocado
8  235	0	baguette
1  235	1	hering
12  235	2	avocado
13  235	3	artichok
11  235	4	heineken
10  235	5	cracker
17  235	6	apples
12  236	0	avocado
10  236	1	cracker
13  236	2	artichok
11  236	3	heineken
4  236	4	ham
20  236	5	bordeaux
18  236	6	steak
8  237	0	baguette
1  237	1	hering
12  237	2	avocado
13  237	3	artichok
11  237	4	heineken
6  237	5	bourbon
4  237	6	ham
12  238	0	avocado
10  238	1	cracker
13  238	2	artichok
11  238	3	heineken
4  238	4	ham
6  238	5	bourbon
17  238	6	apples
1  239	0	hering
2  239	1	corned_b
17  239	2	apples
3  239	3	olives
18  239	4	steak
8  239	5	baguette
6  239	6	bourbon
8  240	0	baguette
14  240	1	sardines
17  240	2	apples
16  240	3	peppers
12  240	4	avocado
3  240	5	olives
10  240	6	cracker
8  241	0	baguette
14  241	1	sardines
17  241	2	apples
16  241	3	peppers
12  241	4	avocado
6  241	5	bourbon
6  241	6	bourbon
14  242	0	sardines
11  242	1	heineken
19  242	2	chicken
15  242	3	coke
7  242	4	ice_crea
16  242	5	peppers
6  242	6	bourbon
14  243	0	sardines
11  243	1	heineken
19  243	2	chicken
15  243	3	coke
7  243	4	ice_crea
1  243	5	hering
17  243	6	apples
12  244	0	avocado
10  244	1	cracker
13  244	2	artichok
11  244	3	heineken
4  244	4	ham
17  244	5	apples
7  244	6	ice_crea
14  245	0	sardines
11  245	1	heineken
19  245	2	chicken
15  245	3	coke
7  245	4	ice_crea
6  245	5	bourbon
13  245	6	artichok
3  246	0	olives
6  246	1	bourbon
15  246	2	coke
5  246	3	turkey
7  246	4	ice_crea
8  246	5	baguette
18  246	6	steak
3  247	0	olives
6  247	1	bourbon
15  247	2	coke
5  247	3	turkey
7  247	4	ice_crea
10  247	5	cracker
19  247	6	chicken
8  248	0	baguette
1  248	1	hering
12  248	2	avocado
13  248	3	artichok
11  248	4	heineken
18  248	5	steak
2  248	6	corned_b
14  249	0	sardines
11  249	1	heineken
19  249	2	chicken
15  249	3	coke
7  249	4	ice_crea
17  249	5	apples
5  249	6	turkey
3  250	0	olives
6  250	1	bourbon
15  250	2	coke
5  250	3	turkey
7  250	4	ice_crea
9  250	5	soda
14  250	6	sardines
1  251	0	hering
2  251	1	corned_b
17  251	2	apples
3  251	3	olives
18  251	4	steak
20  251	5	bordeaux
13  251	6	artichok
12  252	0	avocado
10  252	1	cracker
13  252	2	artichok
11  252	3	heineken
4  252	4	ham
2  252	5	corned_b
19  252	6	chicken
8  253	0	baguette
9  253	1	soda
1  253	2	hering
10  253	3	cracker
11  253	4	heineken
12  253	5	avocado
13  253	6	artichok
3  254	0	olives
6  254	1	bourbon
15  254	2	coke
5  254	3	turkey
7  254	4	ice_crea
20  254	5	bordeaux
4  254	6	ham
12  255	0	avocado
10  255	1	cracker
13  255	2	artichok
11  255	3	heineken
4  255	4	ham
1  255	5	hering
7  255	6	ice_crea
14  256	0	sardines
11  256	1	heineken
19  256	2	chicken
15  256	3	coke
7  256	4	ice_crea
13  256	5	artichok
18  256	6	steak
9  257	0	soda
3  257	1	olives
6  257	2	bourbon
10  257	3	cracker
11  257	4	heineken
19  257	5	chicken
1  257	6	hering
8  258	0	baguette
1  258	1	hering
12  258	2	avocado
13  258	3	artichok
11  258	4	heineken
20  258	5	bordeaux
9  258	6	soda
9  259	0	soda
3  259	1	olives
6  259	2	bourbon
10  259	3	cracker
11  259	4	heineken
12  259	5	avocado
12  259	6	avocado
8  260	0	baguette
14  260	1	sardines
17  260	2	apples
16  260	3	peppers
12  260	4	avocado
6  260	5	bourbon
13  260	6	artichok
14  261	0	sardines
11  261	1	heineken
19  261	2	chicken
15  261	3	coke
7  261	4	ice_crea
1  261	5	hering
4  261	6	ham
8  262	0	baguette
14  262	1	sardines
17  262	2	apples
16  262	3	peppers
12  262	4	avocado
13  262	5	artichok
9  262	6	soda
1  263	0	hering
2  263	1	corned_b
3  263	2	olives
4  263	3	ham
5  263	4	turkey
6  263	5	bourbon
16  263	6	peppers
2  264	0	corned_b
16  264	1	peppers
6  264	2	bourbon
10  264	3	cracker
19  264	4	chicken
8  264	5	baguette
11  264	6	heineken
1  265	0	hering
2  265	1	corned_b
3  265	2	olives
4  265	3	ham
5  265	4	turkey
11  265	5	heineken
6  265	6	bourbon
9  266	0	soda
3  266	1	olives
6  266	2	bourbon
10  266	3	cracker
11  266	4	heineken
16  266	5	peppers
12  266	6	avocado
8  267	0	baguette
9  267	1	soda
1  267	2	hering
10  267	3	cracker
11  267	4	heineken
13  267	5	artichok
12  267	6	avocado
14  268	0	sardines
11  268	1	heineken
19  268	2	chicken
15  268	3	coke
7  268	4	ice_crea
6  268	5	bourbon
2  268	6	corned_b
3  269	0	olives
6  269	1	bourbon
15  269	2	coke
5  269	3	turkey
7  269	4	ice_crea
17  269	5	apples
16  269	6	peppers
8  270	0	baguette
14  270	1	sardines
17  270	2	apples
16  270	3	peppers
12  270	4	avocado
2  270	5	corned_b
10  270	6	cracker
12  271	0	avocado
10  271	1	cracker
13  271	2	artichok
11  271	3	heineken
4  271	4	ham
18  271	5	steak
2  271	6	corned_b
9  272	0	soda
3  272	1	olives
6  272	2	bourbon
10  272	3	cracker
11  272	4	heineken
18  272	5	steak
7  272	6	ice_crea
12  273	0	avocado
10  273	1	cracker
13  273	2	artichok
11  273	3	heineken
4  273	4	ham
9  273	5	soda
18  273	6	steak
9  274	0	soda
3  274	1	olives
6  274	2	bourbon
10  274	3	cracker
11  274	4	heineken
4  274	5	ham
8  274	6	baguette
8  275	0	baguette
14  275	1	sardines
17  275	2	apples
16  275	3	peppers
12  275	4	avocado
10  275	5	cracker
18  275	6	steak
9  276	0	soda
3  276	1	olives
6  276	2	bourbon
10  276	3	cracker
11  276	4	heineken
18  276	5	steak
18  276	6	steak
1  277	0	hering
2  277	1	corned_b
17  277	2	apples
3  277	3	olives
18  277	4	steak
7  277	5	ice_crea
15  277	6	coke
2  278	0	corned_b
16  278	1	peppers
6  278	2	bourbon
10  278	3	cracker
19  278	4	chicken
4  278	5	ham
11  278	6	heineken
14  279	0	sardines
11  279	1	heineken
19  279	2	chicken
15  279	3	coke
7  279	4	ice_crea
10  279	5	cracker
9  279	6	soda
1  280	0	hering
2  280	1	corned_b
3  280	2	olives
4  280	3	ham
5  280	4	turkey
19  280	5	chicken
15  280	6	coke
8  281	0	baguette
14  281	1	sardines
17  281	2	apples
16  281	3	peppers
12  281	4	avocado
18  281	5	steak
10  281	6	cracker
1  282	0	hering
2  282	1	corned_b
17  282	2	apples
3  282	3	olives
18  282	4	steak
13  282	5	artichok
13  282	6	artichok
1  283	0	hering
2  283	1	corned_b
17  283	2	apples
3  283	3	olives
18  283	4	steak
20  283	5	bordeaux
4  283	6	ham
3  284	0	olives
6  284	1	bourbon
15  284	2	coke
5  284	3	turkey
7  284	4	ice_crea
14  284	5	sardines
11  284	6	heineken
12  285	0	avocado
10  285	1	cracker
13  285	2	artichok
11  285	3	heineken
4  285	4	ham
20  285	5	bordeaux
19  285	6	chicken
3  286	0	olives
6  286	1	bourbon
15  286	2	coke
5  286	3	turkey
7  286	4	ice_crea
17  286	5	apples
8  286	6	baguette
1  287	0	hering
2  287	1	corned_b
3  287	2	olives
4  287	3	ham
5  287	4	turkey
12  287	5	avocado
11  287	6	heineken
8  288	0	baguette
9  288	1	soda
1  288	2	hering
10  288	3	cracker
11  288	4	heineken
16  288	5	peppers
12  288	6	avocado
1  289	0	hering
2  289	1	corned_b
17  289	2	apples
3  289	3	olives
18  289	4	steak
4  289	5	ham
8  289	6	baguette
1  290	0	hering
2  290	1	corned_b
17  290	2	apples
3  290	3	olives
18  290	4	steak
9  290	5	soda
8  290	6	baguette
9  291	0	soda
3  291	1	olives
6  291	2	bourbon
10  291	3	cracker
11  291	4	heineken
19  291	5	chicken
17  291	6	apples
1  292	0	hering
2  292	1	corned_b
3  292	2	olives
4  292	3	ham
5  292	4	turkey
8  292	5	baguette
9  292	6	soda
8  293	0	baguette
9  293	1	soda
1  293	2	hering
10  293	3	cracker
11  293	4	heineken
7  293	5	ice_crea
12  293	6	avocado
8  294	0	baguette
1  294	1	hering
12  294	2	avocado
13  294	3	artichok
11  294	4	heineken
7  294	5	ice_crea
4  294	6	ham
2  295	0	corned_b
16  295	1	peppers
6  295	2	bourbon
10  295	3	cracker
19  295	4	chicken
18  295	5	steak
4  295	6	ham
8  296	0	baguette
14  296	1	sardines
17  296	2	apples
16  296	3	peppers
12  296	4	avocado
6  296	5	bourbon
13  296	6	artichok
14  297	0	sardines
11  297	1	heineken
19  297	2	chicken
15  297	3	coke
7  297	4	ice_crea
20  297	5	bordeaux
2  297	6	corned_b
1  298	0	hering
2  298	1	corned_b
17  298	2	apples
3  298	3	olives
18  298	4	steak
12  298	5	avocado
13  298	6	artichok
8  299	0	baguette
1  299	1	hering
12  299	2	avocado
13  299	3	artichok
11  299	4	heineken
19  299	5	chicken
5  299	6	turkey
14  300	0	sardines
11  300	1	heineken
19  300	2	chicken
15  300	3	coke
7  300	4	ice_crea
18  300	5	steak
1  300	6	hering
8  301	0	baguette
14  301	1	sardines
17  301	2	apples
16  301	3	peppers
12  301	4	avocado
2  301	5	corned_b
18  301	6	steak
8  302	0	baguette
9  302	1	soda
1  302	2	hering
10  302	3	cracker
11  302	4	heineken
6  302	5	bourbon
14  302	6	sardines
2  303	0	corned_b
16  303	1	peppers
6  303	2	bourbon
10  303	3	cracker
19  303	4	chicken
17  303	5	apples
11  303	6	heineken
1  304	0	hering
2  304	1	corned_b
3  304	2	olives
4  304	3	ham
5  304	4	turkey
16  304	5	peppers
10  304	6	cracker
1  305	0	hering
2  305	1	corned_b
17  305	2	apples
3  305	3	olives
18  305	4	steak
20  305	5	bordeaux
15  305	6	coke
1  306	0	hering
2  306	1	corned_b
17  306	2	apples
3  306	3	olives
18  306	4	steak
9  306	5	soda
13  306	6	artichok
14  307	0	sardines
11  307	1	heineken
19  307	2	chicken
15  307	3	coke
7  307	4	ice_crea
1  307	5	hering
10  307	6	cracker
2  308	0	corned_b
16  308	1	peppers
6  308	2	bourbon
10  308	3	cracker
19  308	4	chicken
14  308	5	sardines
4  308	6	ham
8  309	0	baguette
9  309	1	soda
1  309	2	hering
10  309	3	cracker
11  309	4	heineken
5  309	5	turkey
18  309	6	steak
1  310	0	hering
2  310	1	corned_b
3  310	2	olives
4  310	3	ham
5  310	4	turkey
15  310	5	coke
14  310	6	sardines
8  311	0	baguette
9  311	1	soda
1  311	2	hering
10  311	3	cracker
11  311	4	heineken
17  311	5	apples
4  311	6	ham
8  312	0	baguette
14  312	1	sardines
17  312	2	apples
16  312	3	peppers
12  312	4	avocado
9  312	5	soda
19  312	6	chicken
1  313	0	hering
2  313	1	corned_b
17  313	2	apples
3  313	3	olives
18  313	4	steak
11  313	5	heineken
14  313	6	sardines
1  314	0	hering
2  314	1	corned_b
17  314	2	apples
3  314	3	olives
18  314	4	steak
5  314	5	turkey
15  314	6	coke
1  315	0	hering
2  315	1	corned_b
3  315	2	olives
4  315	3	ham
5  315	4	turkey
17  315	5	apples
18  315	6	steak
3  316	0	olives
6  316	1	bourbon
15  316	2	coke
5  316	3	turkey
7  316	4	ice_crea
4  316	5	ham
2  316	6	corned_b
3  317	0	olives
6  317	1	bourbon
15  317	2	coke
5  317	3	turkey
7  317	4	ice_crea
11  317	5	heineken
8  317	6	baguette
1  318	0	hering
2  318	1	corned_b
3  318	2	olives
4  318	3	ham
5  318	4	turkey
10  318	5	cracker
12  318	6	avocado
8  319	0	baguette
1  319	1	hering
12  319	2	avocado
13  319	3	artichok
11  319	4	heineken
16  319	5	peppers
18  319	6	steak
2  320	0	corned_b
16  320	1	peppers
6  320	2	bourbon
10  320	3	cracker
19  320	4	chicken
3  320	5	olives
5  320	6	turkey
8  321	0	baguette
14  321	1	sardines
17  321	2	apples
16  321	3	peppers
12  321	4	avocado
20  321	5	bordeaux
11  321	6	heineken
1  322	0	hering
2  322	1	corned_b
3  322	2	olives
4  322	3	ham
5  322	4	turkey
18  322	5	steak
18  322	6	steak
8  323	0	baguette
9  323	1	soda
1  323	2	hering
10  323	3	cracker
11  323	4	heineken
16  323	5	peppers
16  323	6	peppers
14  324	0	sardines
11  324	1	heineken
19  324	2	chicken
15  324	3	coke
7  324	4	ice_crea
4  324	5	ham
6  324	6	bourbon
14  325	0	sardines
11  325	1	heineken
19  325	2	chicken
15  325	3	coke
7  325	4	ice_crea
9  325	5	soda
12  325	6	avocado
2  326	0	corned_b
16  326	1	peppers
6  326	2	bourbon
10  326	3	cracker
19  326	4	chicken
5  326	5	turkey
15  326	6	coke
9  327	0	soda
3  327	1	olives
6  327	2	bourbon
10  327	3	cracker
11  327	4	heineken
2  327	5	corned_b
16  327	6	peppers
9  328	0	soda
3  328	1	olives
6  328	2	bourbon
10  328	3	cracker
11  328	4	heineken
20  328	5	bordeaux
13  328	6	artichok
12  329	0	avocado
10  329	1	cracker
13  329	2	artichok
11  329	3	heineken
4  329	4	ham
15  329	5	coke
7  329	6	ice_crea
1  330	0	hering
2  330	1	corned_b
3  330	2	olives
4  330	3	ham
5  330	4	turkey
9  330	5	soda
17  330	6	apples
2  331	0	corned_b
16  331	1	peppers
6  331	2	bourbon
10  331	3	cracker
19  331	4	chicken
11  331	5	heineken
17  331	6	apples
8  332	0	baguette
9  332	1	soda
1  332	2	hering
10  332	3	cracker
11  332	4	heineken
19  332	5	chicken
3  332	6	olives
8  333	0	baguette
9  333	1	soda
1  333	2	hering
10  333	3	cracker
11  333	4	heineken
5  333	5	turkey
14  333	6	sardines
3  334	0	olives
6  334	1	bourbon
15  334	2	coke
5  334	3	turkey
7  334	4	ice_crea
10  334	5	cracker
11  334	6	heineken
9  335	0	soda
3  335	1	olives
6  335	2	bourbon
10  335	3	cracker
11  335	4	heineken
20  335	5	bordeaux
19  335	6	chicken
8  336	0	baguette
1  336	1	hering
12  336	2	avocado
13  336	3	artichok
11  336	4	heineken
2  336	5	corned_b
17  336	6	apples
14  337	0	sardines
11  337	1	heineken
19  337	2	chicken
15  337	3	coke
7  337	4	ice_crea
2  337	5	corned_b
3  337	6	olives
2  338	0	corned_b
16  338	1	peppers
6  338	2	bourbon
10  338	3	cracker
19  338	4	chicken
8  338	5	baguette
4  338	6	ham
1  339	0	hering
2  339	1	corned_b
3  339	2	olives
4  339	3	ham
5  339	4	turkey
18  339	5	steak
19  339	6	chicken
14  340	0	sardines
11  340	1	heineken
19  340	2	chicken
15  340	3	coke
7  340	4	ice_crea
12  340	5	avocado
4  340	6	ham
3  341	0	olives
6  341	1	bourbon
15  341	2	coke
5  341	3	turkey
7  341	4	ice_crea
16  341	5	peppers
1  341	6	hering
9  342	0	soda
3  342	1	olives
6  342	2	bourbon
10  342	3	cracker
11  342	4	heineken
1  342	5	hering
17  342	6	apples
1  343	0	hering
2  343	1	corned_b
17  343	2	apples
3  343	3	olives
18  343	4	steak
10  343	5	cracker
7  343	6	ice_crea
8  344	0	baguette
9  344	1	soda
1  344	2	hering
10  344	3	cracker
11  344	4	heineken
16  344	5	peppers
7  344	6	ice_crea
8  345	0	baguette
9  345	1	soda
1  345	2	hering
10  345	3	cracker
11  345	4	heineken
15  345	5	coke
3  345	6	olives
2  346	0	corned_b
16  346	1	peppers
6  346	2	bourbon
10  346	3	cracker
19  346	4	chicken
4  346	5	ham
11  346	6	heineken
8  347	0	baguette
14  347	1	sardines
17  347	2	apples
16  347	3	peppers
12  347	4	avocado
3  347	5	olives
11  347	6	heineken
3  348	0	olives
6  348	1	bourbon
15  348	2	coke
5  348	3	turkey
7  348	4	ice_crea
2  348	5	corned_b
14  348	6	sardines
14  349	0	sardines
11  349	1	heineken
19  349	2	chicken
15  349	3	coke
7  349	4	ice_crea
9  349	5	soda
6  349	6	bourbon
8  350	0	baguette
9  350	1	soda
1  350	2	hering
10  350	3	cracker
11  350	4	heineken
2  350	5	corned_b
4  350	6	ham
9  351	0	soda
3  351	1	olives
6  351	2	bourbon
10  351	3	cracker
11  351	4	heineken
18  351	5	steak
1  351	6	hering
8  352	0	baguette
9  352	1	soda
1  352	2	hering
10  352	3	cracker
11  352	4	heineken
2  352	5	corned_b
14  352	6	sardines
12  353	0	avocado
10  353	1	cracker
13  353	2	artichok
11  353	3	heineken
4  353	4	ham
6  353	5	bourbon
16  353	6	peppers
9  354	0	soda
3  354	1	olives
6  354	2	bourbon
10  354	3	cracker
11  354	4	heineken
17  354	5	apples
14  354	6	sardines
8  355	0	baguette
1  355	1	hering
12  355	2	avocado
13  355	3	artichok
11  355	4	heineken
6  355	5	bourbon
6  355	6	bourbon
8  356	0	baguette
1  356	1	hering
12  356	2	avocado
13  356	3	artichok
11  356	4	heineken
14  356	5	sardines
2  356	6	corned_b
1  357	0	hering
2  357	1	corned_b
3  357	2	olives
4  357	3	ham
5  357	4	turkey
13  357	5	artichok
10  357	6	cracker
8  358	0	baguette
1  358	1	hering
12  358	2	avocado
13  358	3	artichok
11  358	4	heineken
3  358	5	olives
2  358	6	corned_b
2  359	0	corned_b
16  359	1	peppers
6  359	2	bourbon
10  359	3	cracker
19  359	4	chicken
3  359	5	olives
4  359	6	ham
12  360	0	avocado
10  360	1	cracker
13  360	2	artichok
11  360	3	heineken
4  360	4	ham
8  360	5	baguette
2  360	6	corned_b
1  361	0	hering
2  361	1	corned_b
17  361	2	apples
3  361	3	olives
18  361	4	steak
10  361	5	cracker
15  361	6	coke
8  362	0	baguette
1  362	1	hering
12  362	2	avocado
13  362	3	artichok
11  362	4	heineken
6  362	5	bourbon
2  362	6	corned_b
8  363	0	baguette
14  363	1	sardines
17  363	2	apples
16  363	3	peppers
12  363	4	avocado
5  363	5	turkey
5  363	6	turkey
2  364	0	corned_b
16  364	1	peppers
6  364	2	bourbon
10  364	3	cracker
19  364	4	chicken
3  364	5	olives
3  364	6	olives
2  365	0	corned_b
16  365	1	peppers
6  365	2	bourbon
10  365	3	cracker
19  365	4	chicken
3  365	5	olives
7  365	6	ice_crea
14  366	0	sardines
11  366	1	heineken
19  366	2	chicken
15  366	3	coke
7  366	4	ice_crea
20  366	5	bordeaux
8  366	6	baguette
1  367	0	hering
2  367	1	corned_b
17  367	2	apples
3  367	3	olives
18  367	4	steak
4  367	5	ham
12  367	6	avocado
1  368	0	hering
2  368	1	corned_b
3  368	2	olives
4  368	3	ham
5  368	4	turkey
9  368	5	soda
18  368	6	steak
8  369	0	baguette
1  369	1	hering
12  369	2	avocado
13  369	3	artichok
11  369	4	heineken
6  369	5	bourbon
5  369	6	turkey
8  370	0	baguette
9  370	1	soda
1  370	2	hering
10  370	3	cracker
11  370	4	heineken
7  370	5	ice_crea
18  370	6	steak
9  371	0	soda
3  371	1	olives
6  371	2	bourbon
10  371	3	cracker
11  371	4	heineken
20  371	5	bordeaux
8  371	6	baguette
14  372	0	sardines
11  372	1	heineken
19  372	2	chicken
15  372	3	coke
7  372	4	ice_crea
5  372	5	turkey
4  372	6	ham
3  373	0	olives
6  373	1	bourbon
15  373	2	coke
5  373	3	turkey
7  373	4	ice_crea
16  373	5	peppers
19  373	6	chicken
8  374	0	baguette
9  374	1	soda
1  374	2	hering
10  374	3	cracker
11  374	4	heineken
3  374	5	olives
3  374	6	olives
1  375	0	hering
2  375	1	corned_b
17  375	2	apples
3  375	3	olives
18  375	4	steak
15  375	5	coke
10  375	6	cracker
12  376	0	avocado
10  376	1	cracker
13  376	2	artichok
11  376	3	heineken
4  376	4	ham
9  376	5	soda
16  376	6	peppers
8  377	0	baguette
1  377	1	hering
12  377	2	avocado
13  377	3	artichok
11  377	4	heineken
5  377	5	turkey
6  377	6	bourbon
12  378	0	avocado
10  378	1	cracker
13  378	2	artichok
11  378	3	heineken
4  378	4	ham
14  378	5	sardines
5  378	6	turkey
8  379	0	baguette
1  379	1	hering
12  379	2	avocado
13  379	3	artichok
11  379	4	heineken
20  379	5	bordeaux
9  379	6	soda
1  380	0	hering
2  380	1	corned_b
3  380	2	olives
4  380	3	ham
5  380	4	turkey
11  380	5	heineken
11  380	6	heineken
8  381	0	baguette
14  381	1	sardines
17  381	2	apples
16  381	3	peppers
12  381	4	avocado
20  381	5	bordeaux
15  381	6	coke
9  382	0	soda
3  382	1	olives
6  382	2	bourbon
10  382	3	cracker
11  382	4	heineken
5  382	5	turkey
19  382	6	chicken
2  383	0	corned_b
16  383	1	peppers
6  383	2	bourbon
10  383	3	cracker
19  383	4	chicken
4  383	5	ham
12  383	6	avocado
8  384	0	baguette
14  384	1	sardines
17  384	2	apples
16  384	3	peppers
12  384	4	avocado
9  384	5	soda
18  384	6	steak
12  385	0	avocado
10  385	1	cracker
13  385	2	artichok
11  385	3	heineken
4  385	4	ham
17  385	5	apples
9  385	6	soda
1  386	0	hering
2  386	1	corned_b
3  386	2	olives
4  386	3	ham
5  386	4	turkey
8  386	5	baguette
7  386	6	ice_crea
1  387	0	hering
2  387	1	corned_b
3  387	2	olives
4  387	3	ham
5  387	4	turkey
9  387	5	soda
12  387	6	avocado
14  388	0	sardines
11  388	1	heineken
19  388	2	chicken
15  388	3	coke
7  388	4	ice_crea
10  388	5	cracker
16  388	6	peppers
1  389	0	hering
2  389	1	corned_b
3  389	2	olives
4  389	3	ham
5  389	4	turkey
16  389	5	peppers
12  389	6	avocado
8  390	0	baguette
9  390	1	soda
1  390	2	hering
10  390	3	cracker
11  390	4	heineken
16  390	5	peppers
17  390	6	apples
3  391	0	olives
6  391	1	bourbon
15  391	2	coke
5  391	3	turkey
7  391	4	ice_crea
4  391	5	ham
8  391	6	baguette
8  392	0	baguette
14  392	1	sardines
17  392	2	apples
16  392	3	peppers
12  392	4	avocado
3  392	5	olives
7  392	6	ice_crea
8  393	0	baguette
1  393	1	hering
12  393	2	avocado
13  393	3	artichok
11  393	4	heineken
16  393	5	peppers
4  393	6	ham
8  394	0	baguette
9  394	1	soda
1  394	2	hering
10  394	3	cracker
11  394	4	heineken
6  394	5	bourbon
2  394	6	corned_b
12  395	0	avocado
10  395	1	cracker
13  395	2	artichok
11  395	3	heineken
4  395	4	ham
19  395	5	chicken
9  395	6	soda
8  396	0	baguette
9  396	1	soda
1  396	2	hering
10  396	3	cracker
11  396	4	heineken
16  396	5	peppers
6  396	6	bourbon
8  397	0	baguette
14  397	1	sardines
17  397	2	apples
16  397	3	peppers
12  397	4	avocado
20  397	5	bordeaux
15  397	6	coke
1  398	0	hering
2  398	1	corned_b
3  398	2	olives
4  398	3	ham
5  398	4	turkey
20  398	5	bordeaux
16  398	6	peppers
9  399	0	soda
3  399	1	olives
6  399	2	bourbon
10  399	3	cracker
11  399	4	heineken
15  399	5	coke
2  399	6	corned_b
12  400	0	avocado
10  400	1	cracker
13  400	2	artichok
11  400	3	heineken
4  400	4	ham
7  400	5	ice_crea
6  400	6	bourbon
9  401	0	soda
3  401	1	olives
6  401	2	bourbon
10  401	3	cracker
11  401	4	heineken
2  401	5	corned_b
4  401	6	ham
9  402	0	soda
3  402	1	olives
6  402	2	bourbon
10  402	3	cracker
11  402	4	heineken
1  402	5	hering
15  402	6	coke
1  403	0	hering
2  403	1	corned_b
3  403	2	olives
4  403	3	ham
5  403	4	turkey
